Hierarchy,Id,Term,Condition
Procedure (procedure),386733008,suspension endoscopique du col vésical d'après Stamey (intervention),Existing localized concept
Procedure (procedure),386751009,retrait cystoscopique d'un corps étranger de la vessie (intervention),Existing localized concept
Procedure (procedure),386785005,dilatation par ballonet de l'œsophage (intervention),Existing localized concept
Procedure (procedure),386796002,vérification d'une cystoscopie et d'une cystodiathermie (intervention),Existing localized concept
Procedure (procedure),386809009,intervention chirurgicale sur un fœtus (intervention),Existing localized concept
Procedure (procedure),386811000,intervention relative au fœtus (intervention),Existing localized concept
Procedure (procedure),387626007,amputation du col utérin (intervention),Existing localized concept
Procedure (procedure),387651008,exploration avec sonde (intervention),Existing localized concept
Procedure (procedure),387661001,intervention chirurgicale sur les voies respiratoires (intervention),Existing localized concept
Procedure (procedure),387662008,intervention sur les voies respiratoires (intervention),Existing localized concept
Procedure (procedure),387687001,manipulation chirurgicale d'une articulation (intervention),Existing localized concept
Procedure (procedure),387703006,injection d'un agent anesthésique dans un nerf thoracique (intervention),Existing localized concept
Procedure (procedure),387710000,extraction extra-utérine d'un fœtus ectopique (intervention),Existing localized concept
Procedure (procedure),387713003,intervention chirurgicale (intervention),Existing localized concept
Procedure (procedure),387714009,intervention chirurgicale sur le poumon (intervention),Existing localized concept
Procedure (procedure),387718007,endoscopie diagnostique de l'uretère (intervention),Existing localized concept
Procedure (procedure),387729006,bougirage de l'urètre (intervention),Existing localized concept
Procedure (procedure),387730001,passage de sonde urétrale (intervention),Existing localized concept
Procedure (procedure),387731002,laminectomie (intervention),Existing localized concept
Procedure (procedure),387733004,biopsie à l'aiguille d'un sein (intervention),Existing localized concept
Procedure (procedure),387736007,fine needle aspiration of breast (intervention),Existing localized concept
Procedure (procedure),387750002,interventions et actions instrumentales liées aux activités de la vie quotidienne (intervention),Existing localized concept
Procedure (procedure),387760006,entretien d'une perfusion (régime/thérapie),Existing localized concept
Procedure (procedure),387820003,réduction d'une déformation de la colonne vertébrale (intervention),Existing localized concept
Procedure (procedure),387821004,correction d'une déformation de la colonne vertébrale (intervention),Existing localized concept
Procedure (procedure),389044008,extraction endoscopique d'un caillot sanguin de la vessie (intervention),Existing localized concept
Procedure (procedure),389064003,réunion de personnel (intervention),Existing localized concept
Procedure (procedure),389067005,intervention en santé communautaire (intervention),Existing localized concept
Procedure (procedure),389082000,traitement de la constipation (régime/thérapie),Existing localized concept
Procedure (procedure),389083005,traitement d'un fécalome (régime/thérapie),Existing localized concept
Procedure (procedure),389084004,acte lié au personnel (intervention),Existing localized concept
Procedure (procedure),389094009,traitement d'une infertilité (régime/thérapie),Existing localized concept
Procedure (procedure),389095005,soins liés à une contraception (régime/thérapie),Existing localized concept
Procedure (procedure),389099004,intervention de précaution (intervention),Existing localized concept
Procedure (procedure),389116009,traitement d'une exposition à la chaleur (intervention),Existing localized concept
Procedure (procedure),389153003,gonioscopie indirecte (intervention),Existing localized concept
Procedure (procedure),389155005,gonioscopie directe (intervention),Existing localized concept
Procedure (procedure),389269000,précautions relatives au risque d'une chirurgie (intervention),Existing localized concept
Procedure (procedure),389270004,précautions relatives au risque d'une fugue (intervention),Existing localized concept
Procedure (procedure),390781007,insertion d'un implant auditif dans le tronc cérébral (intervention),Existing localized concept
Procedure (procedure),390786002,dépistage anténatal du virus de l'immunodéficience humaine (intervention),Existing localized concept
Procedure (procedure),390799004,examen pour une coronaropathie (intervention),Existing localized concept
Procedure (procedure),390808007,soins de santé mentale (régime/thérapie),Existing localized concept
Procedure (procedure),390809004,emergency mental health assessment (intervention),Existing localized concept
Procedure (procedure),390810009,planned mental health assessment (intervention),Existing localized concept
Procedure (procedure),390811008,crisis/short term interventions in mental health care (intervention),Existing localized concept
